customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type
4824-GUCBY,Female,1,No,No,22,Yes,No,2,Yes,Yes,No,No,No,No,1,No,1,81.7,1820.9,No,Month-to-month,Fiber optic,Electronic check
4826-TZEVA,Female,0,No,No,40,Yes,No,2,No,Yes,No,No,No,No,1,No,4,74.8,2971.7,No,Month-to-month,Fiber optic,Credit card (automatic)
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,86.05,86.05,Yes,Month-to-month,Fiber optic,Electronic check
4828-FAZPK,Female,0,Yes,Yes,16,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,4,79.95,1267.95,No,Month-to-month,Fiber optic,Credit card (automatic)
4829-AUOAX,Female,0,No,No,46,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,3,96.05,4399.5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
4831-EOBFE,Male,0,Yes,Yes,29,Yes,No,2,Yes,No,No,No,Yes,Yes,1,No,4,94.65,2649.15,Yes,Month-to-month,Fiber optic,Credit card (automatic)
4833-QTJNO,Male,1,Yes,No,67,Yes,Yes,2,Yes,Yes,No,No,No,No,1,No,3,83.85,5588.8,No,Month-to-month,Fiber optic,Bank transfer (automatic)
4840-ORQXB,Female,1,No,No,56,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,No,1,104.75,5841.35,No,Month-to-month,Fiber optic,Electronic check
4844-JJWUY,Female,1,No,No,1,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,1,86.0,86,Yes,Month-to-month,Fiber optic,Electronic check
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,76.5,2868.15,Yes,Month-to-month,Fiber optic,Electronic check
4847-TAJYI,Female,1,No,No,6,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,89.35,567.8,No,Month-to-month,Fiber optic,Electronic check
4853-OITSN,Male,0,Yes,No,5,Yes,Yes,2,Yes,No,No,No,No,Yes,1,Yes,1,89.15,413.25,No,Month-to-month,Fiber optic,Electronic check
4854-CIDCF,Female,1,No,No,3,Yes,No,2,No,No,Yes,No,No,No,1,No,1,73.85,196.4,No,Month-to-month,Fiber optic,Electronic check
4860-IJUDE,Male,0,No,No,13,Yes,No,2,Yes,No,No,No,No,No,1,Yes,4,73.75,956.65,No,Month-to-month,Fiber optic,Credit card (automatic)
4871-JTKJF,Female,1,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.65,69.65,Yes,Month-to-month,Fiber optic,Electronic check
4873-ILOLJ,Male,0,No,No,24,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,90.35,2238.5,Yes,Month-to-month,Fiber optic,Electronic check
4879-GZLFH,Female,0,Yes,Yes,42,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,1,92.15,3875.4,No,Month-to-month,Fiber optic,Electronic check
4883-QICIH,Male,0,Yes,Yes,32,Yes,No,2,No,No,No,No,No,No,1,Yes,3,69.75,2347.9,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
4884-ZTHVF,Female,1,No,No,8,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,1,87.1,713.6,No,Month-to-month,Fiber optic,Electronic check
4902-OHLSK,Female,1,No,No,29,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,No,1,98.65,2862.75,Yes,Month-to-month,Fiber optic,Electronic check
4910-AQFFX,Male,0,Yes,Yes,9,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,3,79.35,661.25,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
4910-GMJOT,Female,0,No,No,1,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.6,94.6,Yes,Month-to-month,Fiber optic,Electronic check
4911-BANWH,Female,0,No,Yes,31,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,4,86.55,2697.4,Yes,Month-to-month,Fiber optic,Credit card (automatic)
4912-PIGUY,Female,0,No,No,1,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,84.6,84.6,No,Month-to-month,Fiber optic,Electronic check
4918-FYJNT,Female,1,Yes,No,55,Yes,Yes,2,No,Yes,Yes,Yes,No,No,1,No,1,90.45,5044.8,No,Month-to-month,Fiber optic,Electronic check
4919-IKATY,Male,0,Yes,Yes,5,Yes,Yes,2,Yes,No,Yes,No,No,No,1,Yes,1,84.5,453.75,Yes,Month-to-month,Fiber optic,Electronic check
4919-MOAVT,Male,0,No,Yes,3,Yes,No,2,No,No,No,No,No,No,1,No,1,69.65,220.1,Yes,Month-to-month,Fiber optic,Electronic check
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,1,91.45,171.45,No,Month-to-month,Fiber optic,Electronic check
4929-XIHVW,Male,1,Yes,No,2,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,4,95.5,181.65,No,Month-to-month,Fiber optic,Credit card (automatic)
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,3,97.7,3410,No,Month-to-month,Fiber optic,Bank transfer (automatic)
4948-WBBKL,Female,1,No,No,36,Yes,Yes,2,No,No,No,No,No,No,1,Yes,3,74.9,2659.45,No,Month-to-month,Fiber optic,Bank transfer (automatic)
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,1,88.95,355.2,Yes,Month-to-month,Fiber optic,Electronic check
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,85.95,381.3,Yes,Month-to-month,Fiber optic,Electronic check
4958-XCBDQ,Male,1,No,No,35,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,101.4,3496.3,Yes,Month-to-month,Fiber optic,Electronic check
4971-PUYQO,Female,0,No,No,27,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,2,94.55,2724.6,Yes,Month-to-month,Fiber optic,Mailed check
4983-CCWMC,Male,0,No,No,3,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.6,207.4,No,Month-to-month,Fiber optic,Mailed check
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,4,102.7,5138.1,No,Month-to-month,Fiber optic,Credit card (automatic)
4988-IQIGL,Male,1,No,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,75.35,75.35,Yes,Month-to-month,Fiber optic,Electronic check
4989-LIXVT,Male,1,No,No,68,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,1,95.9,6503.2,No,Month-to-month,Fiber optic,Electronic check
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,2,No,No,Yes,Yes,No,No,1,Yes,2,84.3,2281.6,No,Month-to-month,Fiber optic,Mailed check
4998-IKFSE,Female,0,No,No,30,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,1,100.45,3096.9,No,Month-to-month,Fiber optic,Electronic check
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,2,Yes,Yes,No,No,Yes,No,1,Yes,3,93.85,4733.1,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,2,No,Yes,Yes,No,No,No,1,No,1,84.25,1968.1,No,Month-to-month,Fiber optic,Electronic check
5018-GWURO,Female,0,Yes,No,56,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,3,85.6,4902.8,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5019-GQVCR,Male,1,No,No,43,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,84.85,3645.6,No,Month-to-month,Fiber optic,Electronic check
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,2,No,No,No,Yes,No,No,1,Yes,1,75.85,647.5,No,Month-to-month,Fiber optic,Electronic check
5022-KVDQT,Male,0,No,No,27,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,1,81.3,2272.8,No,Month-to-month,Fiber optic,Electronic check
5027-QPKTE,Male,0,Yes,No,7,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.35,451.1,Yes,Month-to-month,Fiber optic,Electronic check
5028-GZLDO,Male,0,No,No,2,Yes,No,2,No,No,No,No,No,No,1,No,4,70.7,140.7,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5032-MIYKT,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,70.7,70.7,No,Month-to-month,Fiber optic,Mailed check
5035-BVCXS,Male,0,No,No,11,Yes,No,2,No,Yes,No,No,No,No,1,Yes,2,75.9,866.4,No,Month-to-month,Fiber optic,Mailed check
5043-TRZWM,Female,0,No,No,1,Yes,No,2,No,No,Yes,No,No,No,1,No,1,75.55,75.55,No,Month-to-month,Fiber optic,Electronic check
5044-LRQAQ,Female,0,Yes,No,7,Yes,No,2,No,No,No,No,No,No,1,Yes,3,69.2,477.55,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5052-PNLOS,Male,0,No,No,3,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,3,105.35,323.25,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5054-IEXZT,Male,0,No,Yes,1,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,75.35,75.35,Yes,Month-to-month,Fiber optic,Electronic check
5055-MGMGF,Female,0,Yes,No,65,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,1,105.05,6914.95,No,Month-to-month,Fiber optic,Electronic check
5060-TQUQN,Male,0,Yes,Yes,30,Yes,Yes,2,No,Yes,No,Yes,No,No,1,Yes,3,83.55,2570.2,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5076-YVXCM,Male,0,No,No,51,Yes,Yes,2,No,No,No,No,No,Yes,1,No,3,83.4,4149.45,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5091-HFAZW,Female,0,No,No,2,Yes,No,2,Yes,Yes,No,No,Yes,No,1,Yes,1,91.15,168.5,No,Month-to-month,Fiber optic,Electronic check
5095-AESKG,Female,0,Yes,No,3,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,4,91.5,242.95,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,3,110.75,4687.9,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5108-ADXWO,Male,0,No,No,11,Yes,No,2,Yes,No,No,No,No,No,1,Yes,1,73.5,791.75,Yes,Month-to-month,Fiber optic,Electronic check
5117-IFGPS,Male,1,Yes,No,29,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,84.3,2357.75,No,Month-to-month,Fiber optic,Electronic check
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,4,105.1,5083.55,No,Month-to-month,Fiber optic,Credit card (automatic)
5119-KEPFY,Male,0,Yes,No,36,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,3,95.0,3440.25,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5119-NZPTV,Male,1,Yes,No,2,Yes,No,2,No,No,No,No,No,No,1,No,1,70.1,141.65,No,Month-to-month,Fiber optic,Electronic check
5129-JLPIS,Male,0,No,No,25,Yes,No,2,Yes,No,Yes,Yes,Yes,Yes,1,Yes,1,105.5,2686.05,No,Month-to-month,Fiber optic,Electronic check
5130-IEKQT,Male,1,No,No,25,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,No,2,105.95,2655.25,Yes,Month-to-month,Fiber optic,Mailed check
5131-PONJI,Male,0,Yes,Yes,49,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,4,90.4,4494.65,No,Month-to-month,Fiber optic,Credit card (automatic)
5134-IKDAY,Female,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.8,69.8,Yes,Month-to-month,Fiber optic,Electronic check
5136-GFPMB,Male,0,No,No,54,Yes,Yes,2,No,No,Yes,No,No,Yes,1,No,4,89.4,4869.5,No,Month-to-month,Fiber optic,Credit card (automatic)
5138-WVKYJ,Male,0,No,No,10,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,No,1,98.55,1008.55,Yes,Month-to-month,Fiber optic,Electronic check
5141-ZUVBH,Female,0,No,Yes,9,Yes,No,2,Yes,No,Yes,Yes,No,Yes,1,No,3,93.0,870.25,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5144-TVGLP,Male,1,No,No,38,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,1,94.75,3653,No,Month-to-month,Fiber optic,Electronic check
5146-CBVOE,Female,0,No,No,16,Yes,No,2,No,Yes,No,No,No,No,1,No,3,75.1,1212.85,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5150-ITWWB,Male,1,No,No,3,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.85,335.75,No,Month-to-month,Fiber optic,Electronic check
5153-RTHKF,Female,0,No,No,34,Yes,Yes,2,No,No,No,No,Yes,No,1,No,1,85.35,2896.6,No,Month-to-month,Fiber optic,Electronic check
5159-YFPKQ,Female,0,No,No,2,Yes,No,2,No,No,Yes,No,No,No,1,Yes,1,75.8,160.75,Yes,Month-to-month,Fiber optic,Electronic check
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,4,90.85,90.85,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,1,94.75,759.55,No,Month-to-month,Fiber optic,Electronic check
5175-WLYXL,Male,0,No,No,22,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,2,78.85,1600.25,No,Month-to-month,Fiber optic,Mailed check
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,95.1,95.1,Yes,Month-to-month,Fiber optic,Electronic check
5183-SNMJQ,Male,0,No,No,10,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,4,95.1,865.1,No,Month-to-month,Fiber optic,Credit card (automatic)
5186-SAMNZ,Male,1,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,3,69.5,69.5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5188-HGMLP,Male,1,Yes,No,54,Yes,Yes,2,No,No,No,No,No,No,1,No,3,74.0,3919.15,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5192-EBGOV,Female,1,No,No,1,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,85.7,85.7,Yes,Month-to-month,Fiber optic,Electronic check
5196-SGOAK,Female,0,No,No,1,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,75.7,75.7,Yes,Month-to-month,Fiber optic,Electronic check
5201-FRKKS,Male,0,No,No,25,Yes,No,2,Yes,No,No,No,No,No,1,No,3,74.3,1952.25,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5201-USSQZ,Female,0,Yes,No,26,Yes,No,2,No,No,No,Yes,No,Yes,1,No,4,85.9,2196.45,No,Month-to-month,Fiber optic,Credit card (automatic)
5206-XZZQI,Male,0,No,No,53,Yes,No,2,No,Yes,No,Yes,No,No,1,Yes,2,80.6,4348.1,No,Month-to-month,Fiber optic,Mailed check
5213-TWWJU,Male,0,No,No,28,Yes,No,2,No,No,Yes,Yes,No,Yes,1,No,1,91.0,2626.15,No,Month-to-month,Fiber optic,Electronic check
5216-WASFJ,Female,1,Yes,No,31,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,84.85,2633.4,No,Month-to-month,Fiber optic,Electronic check
5219-YIPTK,Female,0,Yes,No,33,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,104.4,3409.6,Yes,Month-to-month,Fiber optic,Electronic check
5222-IMUKT,Male,0,No,No,32,Yes,No,2,No,No,No,No,Yes,Yes,1,No,1,91.05,2871.5,No,Month-to-month,Fiber optic,Electronic check
5226-NOZFC,Male,0,No,No,26,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,1,85.75,2146.5,No,Month-to-month,Fiber optic,Electronic check
5228-EXCET,Male,0,No,No,13,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,80.85,1008.7,Yes,Month-to-month,Fiber optic,Electronic check
5229-PRWKT,Male,0,No,No,8,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,86.55,649.65,Yes,Month-to-month,Fiber optic,Electronic check
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.95,2149.05,No,Month-to-month,Fiber optic,Electronic check
5240-CAOYT,Female,0,No,No,57,Yes,Yes,2,Yes,Yes,No,Yes,No,No,1,Yes,3,87.55,4884.85,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5240-IJOQT,Male,1,No,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.7,74.7,Yes,Month-to-month,Fiber optic,Electronic check
5243-SAOTC,Male,0,No,No,54,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,3,79.85,4308.25,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5244-IRFIH,Male,1,Yes,No,33,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.5,3105.55,Yes,Month-to-month,Fiber optic,Electronic check
5271-DBYSJ,Male,1,No,No,11,Yes,No,2,No,No,No,No,No,Yes,1,Yes,4,79.15,827.7,No,Month-to-month,Fiber optic,Credit card (automatic)
5274-XHAKY,Female,0,Yes,Yes,41,Yes,Yes,2,Yes,Yes,No,No,Yes,No,1,Yes,3,94.3,3893.6,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5275-SQEIZ,Male,0,No,No,1,Yes,No,2,No,No,No,No,No,Yes,1,Yes,2,80.85,80.85,Yes,Month-to-month,Fiber optic,Mailed check
5276-KQWHG,Female,1,No,No,2,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.6,131.65,Yes,Month-to-month,Fiber optic,Electronic check
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,1,85.55,187.45,Yes,Month-to-month,Fiber optic,Electronic check
5281-BUZGT,Male,1,No,No,36,Yes,Yes,2,Yes,No,No,No,Yes,No,1,Yes,1,90.85,3186.7,Yes,Month-to-month,Fiber optic,Electronic check
5287-QWLKY,Male,1,Yes,Yes,71,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,1,Yes,4,105.1,7548.1,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5288-AHOUP,Male,1,No,No,11,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,78.5,874.2,No,Month-to-month,Fiber optic,Electronic check
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,3,104.05,1133.65,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,4,87.8,2621.75,No,Month-to-month,Fiber optic,Credit card (automatic)
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,1,100.25,1064.65,Yes,Month-to-month,Fiber optic,Electronic check
5299-SJCZT,Male,0,No,No,3,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,3,101.55,298.35,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5301-GAUUY,Male,0,No,No,32,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,3,80.35,2596.15,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5302-BDJNT,Male,0,No,No,35,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,No,1,95.5,3418.2,No,Month-to-month,Fiber optic,Electronic check
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,4,85.95,2628.6,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5312-UXESG,Female,0,No,No,41,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,3,98.05,3990.6,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5318-IXUZF,Female,0,No,No,2,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,3,87.15,183.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5325-UWTWJ,Male,0,Yes,No,31,Yes,Yes,2,Yes,Yes,No,Yes,No,No,1,Yes,4,90.55,2929.75,No,Month-to-month,Fiber optic,Credit card (automatic)
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,4,99.05,5295.7,No,Month-to-month,Fiber optic,Credit card (automatic)
5334-JLAXU,Female,0,Yes,No,60,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,4,94.1,5475.9,No,Month-to-month,Fiber optic,Credit card (automatic)
5339-PXDVH,Male,0,No,No,4,Yes,Yes,2,Yes,No,No,No,Yes,No,1,No,1,90.65,367.95,No,Month-to-month,Fiber optic,Electronic check
5339-TJFEK,Male,0,Yes,Yes,62,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,1,Yes,1,105.5,6487.2,No,Month-to-month,Fiber optic,Electronic check
5348-CAGXB,Male,0,No,No,12,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,1,89.55,1021.75,No,Month-to-month,Fiber optic,Electronic check
5349-IECLD,Male,0,No,No,2,Yes,No,2,No,No,Yes,No,Yes,Yes,1,No,1,94.95,178.1,Yes,Month-to-month,Fiber optic,Electronic check
5357-TZHPP,Male,1,No,No,9,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,4,84.4,732.5,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5364-EVNIB,Male,0,No,No,13,Yes,No,2,No,Yes,Yes,No,No,No,1,Yes,1,79.8,973.45,Yes,Month-to-month,Fiber optic,Electronic check
5364-XYIRR,Male,0,Yes,No,51,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.65,4812.75,Yes,Month-to-month,Fiber optic,Electronic check
5366-IJEQJ,Male,0,No,No,20,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,1,88.7,1761.45,Yes,Month-to-month,Fiber optic,Electronic check
5371-VYLSX,Female,1,No,No,50,Yes,Yes,2,Yes,Yes,No,No,No,No,1,Yes,1,83.4,4113.7,No,Month-to-month,Fiber optic,Electronic check
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,4,85.25,3132.75,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5376-DEQCP,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.6,70.6,Yes,Month-to-month,Fiber optic,Electronic check
5380-AFSSK,Female,0,No,No,5,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,2,93.9,486.85,Yes,Month-to-month,Fiber optic,Mailed check
5380-WJKOV,Male,0,No,No,34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,106.35,3549.25,Yes,Month-to-month,Fiber optic,Electronic check
5382-SOYZL,Male,0,No,No,22,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,95.1,2162.6,No,Month-to-month,Fiber optic,Electronic check
5383-MMTWC,Female,1,Yes,No,8,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,84.0,613.4,Yes,Month-to-month,Fiber optic,Electronic check
5385-SUIRI,Male,1,Yes,No,52,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,1,104.2,5568.35,Yes,Month-to-month,Fiber optic,Electronic check
5389-FFVKB,Male,1,Yes,No,32,Yes,No,2,No,No,No,No,No,Yes,1,Yes,4,80.3,2483.05,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5393-RXQSZ,Male,0,No,No,1,Yes,No,2,No,No,No,No,No,Yes,1,No,1,79.6,79.6,Yes,Month-to-month,Fiber optic,Electronic check
5394-SVGJV,Male,0,No,No,37,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,No,3,98.8,3475.55,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5399-ZIMKF,Male,0,No,No,5,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,74.65,383.65,No,Month-to-month,Fiber optic,Electronic check
5405-ZMYXQ,Female,0,No,No,8,Yes,Yes,2,No,No,No,No,No,No,1,Yes,4,74.6,548.9,No,Month-to-month,Fiber optic,Credit card (automatic)
5419-CONWX,Female,1,No,No,4,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,4,99.8,442.85,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,2,No,No,No,No,No,No,1,No,2,77.9,2351.45,No,Month-to-month,Fiber optic,Mailed check
5419-JPRRN,Male,0,No,No,1,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,101.45,101.45,Yes,Month-to-month,Fiber optic,Electronic check
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,3,89.15,2257.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5429-LWCMV,Female,0,No,No,12,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,1,89.15,1057.55,No,Month-to-month,Fiber optic,Electronic check
5433-KYGHE,Female,0,No,Yes,14,Yes,Yes,2,Yes,No,No,Yes,No,No,1,Yes,2,86.0,1164.05,No,Month-to-month,Fiber optic,Mailed check
5439-WIKXB,Male,1,Yes,No,41,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,1,94.55,3851.45,No,Month-to-month,Fiber optic,Electronic check
5442-BHQNG,Female,0,No,No,2,Yes,No,2,No,No,No,No,No,No,1,No,1,70.35,139.25,No,Month-to-month,Fiber optic,Electronic check
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,2,No,No,Yes,No,No,Yes,1,No,1,91.85,257.05,Yes,Month-to-month,Fiber optic,Electronic check
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,2,No,No,No,No,Yes,No,1,Yes,3,79.5,868.5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic)
5445-UTODQ,Female,0,Yes,No,7,Yes,No,2,No,No,No,No,Yes,No,1,Yes,1,81.1,576.65,Yes,Month-to-month,Fiber optic,Electronic check
5449-FIBXJ,Male,0,Yes,Yes,19,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,No,1,103.3,2012.7,Yes,Month-to-month,Fiber optic,Electronic check
5453-AXEPF,Male,0,Yes,No,17,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,3,80.5,1336.9,No,Month-to-month,Fiber optic,Bank transfer (automatic)
5461-QKNTN,Male,1,Yes,No,43,Yes,Yes,2,No,Yes,No,Yes,Yes,No,1,Yes,1,94.3,3953.15,No,Month-to-month,Fiber optic,Electronic check
5480-TBGPH,Female,0,Yes,No,24,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,4,99.3,2431.35,Yes,Month-to-month,Fiber optic,Credit card (automatic)
5482-VXSXJ,Male,0,No,No,22,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,2,93.2,2157.3,No,Month-to-month,Fiber optic,Mailed check
